State 	ExpPrior[ constantRecRate ]	Coalescent	dataLikelihood	popSize	constantRecRate	a.freq	c.freq	g.freq	t.freq 	kappaY	root.height	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
4435000	-5.2326	371.1007	-20181.71812201375	0.01318957	50.343191	0.09898080997030133	0.1994365355689485	0.30639482857407485	0.3951878258866753	4.087502	0.14174618916008164	0.050129285870330796	16	32	7699	78	7680.49
4440000	-7.0191	444.5826	-20180.295642055436	0.01442847	95.005652	0.10127561632247134	0.2007184289443936	0.3115193439726704	0.3864866107604647	4.447533	0.14359473343635137	0.04445028316858677	19	42	8607	86	8361.2
4445000	-6.8597	465.8087	-20189.28662356687	0.01277693	91.020559	0.10703567951252257	0.1972631199200948	0.30615662961637874	0.3895445709510038	4.447533	0.14965783025908047	0.04420480493548811	19	43	9801	86	7961.78
4450000	-6.7619	492.5893	-20174.636993125787	0.01493177	88.575267	0.10613395030528568	0.1956012636348566	0.30357739270984796	0.3946873933500097	4.048548	0.14830815849987158	0.04381535097011392	21	50	10733	89	7987.22
4455000	-5.7558	399.7354	-20184.418031869445	0.01516646	63.4242	0.10209495529332521	0.18815753308603705	0.311271203362769	0.3984763082578687	3.9196	0.13979894820735014	0.044902246275245715	18	36	10122	83	7716.05
4460000	-5.3783	297.2522	-20176.786673918752	0.01549042	53.985187	0.1019912615140152	0.18898208914129785	0.3109550576004801	0.3980715917442071	4.383662	0.15075939081521592	0.08956278520647118	14	22	10091	89	8025.68
4465000	-6.1168	365.1133	-20195.803859462314	0.01243119	72.447496	0.09696182525898535	0.2027842000561157	0.29900288368935796	0.4012510909955409	4.295894	0.13194656646371503	0.04311360955120621	17	31	11756	93	7278.02
4470000	-5.3209	349.0551	-20172.98413619512	0.01134796	52.551769	0.10081427873134083	0.201716210081788	0.30528887000961213	0.3921806411772589	4.239939	0.14497827934867052	0.04351282105835873	15	28	12900	94	7267.44
4475000	-6.5143	348.2697	-20183.502836374744	0.01439581	82.386032	0.10031501594638949	0.20071725042961766	0.3037769872349327	0.3951907463890603	4.76278	0.14462860352670692	0.05625856407140912	18	27	11660	90	7507.51
4480000	-5.2491	309.492	-20184.575491622567	0.01332444	50.756039	0.1086640602535458	0.19905994535599653	0.2975845612140705	0.3946914331763873	4.125944	0.14906424588371417	0.047794368811612184	14	23	10099	85	7812.5
4485000	-5.7755	347.3924	-20179.942778333563	0.01477707	63.915781	0.10296357043367795	0.19690810544364604	0.30339598418311614	0.3967323399395599	4.140773	0.16925039827404725	0.0528698967942781	13	29	9049	83	8000.0
4490000	-5.3394	351.9597	-20177.57335872165	0.01423258	53.012895	0.10450064337665897	0.19385364719336867	0.3110675212768509	0.3905781881531214	3.902261	0.166466530427546	0.0465968761011985	16	30	9925	84	7776.05
4495000	-6.4855	487.8572	-20166.948883355042	0.01409989	81.66492	0.10161090155882262	0.2002582953580964	0.3024656141941889	0.3956651888888922	4.106887	0.173081355720912	0.04653393139596069	21	48	10593	86	7763.98
4500000	-6.4643	461.1719	-20179.860445206305	0.01236639	81.135669	0.09925616592264867	0.20151309181842378	0.3127347163828329	0.38649602587609466	4.239833	0.17383878984370424	0.049715924990663685	20	46	9874	83	8156.61
4505000	-6.5939	435.3989	-20176.091787503323	0.01547759	84.376568	0.10384261685327578	0.1962659194635622	0.3048055551244823	0.39508590855867964	4.273252	0.16676392584395267	0.045348218489327644	18	43	9679	83	8250.83
4510000	-5.283	367.3901	-20168.736564889594	0.01210521	51.603384	0.10229391954998214	0.19333883124667778	0.3105935238593952	0.3937737253439449	4.075181	0.1849334587915495	0.0637317607646708	17	35	11349	83	7987.22
4515000	-5.7468	427.6123	-20169.758608178927	0.01419129	63.198546	0.10316391830316453	0.19296483700489922	0.30999271237880377	0.3938785323131323	3.771124	0.18386273282744345	0.04119283744396289	23	41	10724	83	8169.93
4520000	-5.8178	386.6582	-20177.779804734782	0.01598786	64.972956	0.09975337390375064	0.2013938569340205	0.3084970086482945	0.3903557605139342	3.704903	0.17208189475537203	0.05926983761894077	17	36	10609	84	7974.48
4525000	-5.924	396.6584	-20179.524360903844	0.01560973	67.627202	0.09809964132881464	0.20076336513853713	0.30338267985412004	0.3977543136785282	4.162167	0.18384121156053654	0.06164319863540108	20	38	11341	83	7836.99
4530000	-5.4476	426.2114	-20171.92486978209	0.01440677	55.717847	0.107359882340855	0.19494367662043496	0.3022632643208078	0.39543317671790223	4.24898	0.2002337893959494	0.046277539505186524	22	41	8257	82	8319.47
4535000	-5.2862	414.8736	-20163.943800429744	0.01209444	51.682861	0.10517947163860036	0.1901763263767416	0.3086425433520993	0.3960016586325589	3.851327	0.2188827155945373	0.047163773378158996	17	39	12502	82	8250.83
4540000	-5.6957	441.3296	-20163.065544234574	0.01483472	61.921107	0.10455505294062112	0.1927637349228931	0.3090304955292928	0.393650716607193	3.616265	0.20580871722390867	0.05307588199587668	21	43	13259	83	7987.22
4545000	-5.1384	455.7873	-20169.247145113968	0.0143781	47.98816	0.10225055522834645	0.20656379308692716	0.30221915499680974	0.3889664966879166	4.655192	0.21359797848186618	0.03935742975088616	19	45	8521	81	8077.54
4550000	-5.807	410.3731	-20169.937841254447	0.01898564	64.703287	0.10301795437898711	0.1907455372539398	0.30891743334689487	0.39731907502017805	4.396224	0.21429918629913375	0.038441633717815844	19	40	8683	80	8025.68
4555000	-5.2698	440.4779	-20176.874178934388	0.01341294	51.273966	0.10044155221146821	0.1959336601261563	0.30498371999139395	0.3986410676709816	4.009422	0.19370821440630484	0.04104673343740288	14	43	11186	84	8169.93
4560000	-6.0126	425.8259	-20172.414954810643	0.01457929	69.84287	0.09945693328383952	0.19401294119985363	0.30826727681029414	0.3982628487060128	4.078266	0.17722814478990034	0.05776838162695366	20	40	11297	84	8090.61
4565000	-5.2917	371.1665	-20165.72367465964	0.01557992	51.82086	0.10875578024037352	0.19572616281785626	0.30346258374920215	0.392055473192568	4.174478	0.17661468513904205	0.04674882257602889	14	34	9846	82	8000.0
4570000	-5.1807	356.4807	-20169.896543352323	0.01136988	49.044369	0.10515361410764029	0.18924339791622047	0.3029630087313172	0.4026399792448221	4.829372	0.18590279327226333	0.04760614684284462	18	30	11030	81	8038.59
4575000	-5.8099	346.7979	-20170.915507045167	0.01740654	64.775891	0.10422285602144823	0.1964197395924142	0.3002813579617574	0.39907604642438005	3.903288	0.1872452427328011	0.04946276329880774	18	31	9851	83	7974.48
4580000	-4.4931	298.3648	-20175.566531182863	0.01486878	31.856075	0.09756932885958408	0.19636369380878876	0.3023240293330602	0.40374294799856686	4.977757	0.17017844407270405	0.04279871621911585	11	24	8446	84	7949.13
4585000	-4.8065	334.9776	-20163.467856947253	0.01422666	39.690483	0.10225310819663555	0.1954538501633798	0.30788660013801544	0.3944064415019692	4.359975	0.18642021789856755	0.03785286248551697	12	28	8501	84	7886.44
4590000	-5.1401	378.7965	-20175.74363699664	0.01241054	48.030531	0.09855932405575686	0.1976183396245298	0.3187208504979016	0.38510148582181164	4.732043	0.1846864704839481	0.041283058494014355	15	33	8530	84	8064.52
4595000	-5.5098	444.6714	-20163.916848469195	0.0123099	57.274253	0.09639003510378281	0.20110107488010762	0.3121209763698099	0.3903879136462997	4.164107	0.1876203133904108	0.044728446377928936	21	43	6643	89	7836.99
4600000	-5.6912	407.103	-20168.395923239692	0.01259286	61.808628	0.10628724719138438	0.19329248223291148	0.30000157043142783	0.4004187001442763	4.354711	0.1767885175946652	0.04599108598925366	21	37	10039	84	7739.94
4605000	-6.0738	329.1451	-20156.922099507818	0.01185309	71.372015	0.10298940881751255	0.20443184420736552	0.30433233878089555	0.38824640819422634	4.241419	0.15816822887469467	0.05465022208386961	17	26	13329	88	7598.78
4610000	-5.4153	389.2555	-20180.99887804656	0.01713188	54.909494	0.09966148988788566	0.20227254613159262	0.3110441485081337	0.38702181547238806	4.028626	0.16228600716651534	0.05396248175847919	19	37	9660	88	7485.03
4615000	-5.8991	416.5367	-20177.609768227034	0.01395476	67.004992	0.10595467390925031	0.19935687505608604	0.29081782345245044	0.40387062758221315	4.652869	0.16182313466054843	0.050517095464228	19	40	8538	83	8038.59
4620000	-5.6758	428.6778	-20182.879724175928	0.01169564	61.423769	0.10392976239219708	0.19232212420302724	0.3155918403448014	0.3881562730599742	3.859378	0.16447368231274892	0.045243661239726916	19	40	10863	92	7987.22
4625000	-6.1774	483.1017	-20181.264876805468	0.01276181	73.962772	0.10307312324542178	0.19550965094919498	0.3075502589004769	0.39386696690490647	4.433371	0.15393620055615853	0.0456116598232745	23	45	12177	89	7874.02
4630000	-7.5756	470.4379	-20177.29030070331	0.01261262	108.918396	0.10517286279201625	0.19446431642334727	0.3036460129626674	0.3967168078219691	4.109448	0.17192693303311316	0.04433605820894205	23	45	9331	91	8038.59
4635000	-7.3984	485.9191	-20165.564806976927	0.01249542	104.486931	0.1041233250694757	0.19252372423676795	0.3063771216511751	0.39697582904258133	4.218236	0.1459500359178567	0.05090567812165271	27	47	9487	86	7874.02
4640000	-6.1106	446.4122	-20176.26388246042	0.01197774	72.293701	0.10388919282381275	0.1920908143977009	0.3079368056320954	0.396083187146391	4.186163	0.14922410815916876	0.04870868728326863	19	42	11181	86	7763.98
4645000	-6.4828	405.1537	-20175.340558004038	0.01446087	81.598244	0.10328152311333391	0.19517961127001843	0.304814321133331	0.3967245444833166	4.245742	0.13044818846590622	0.048616130448422314	17	37	10069	83	7575.76
4650000	-5.7886	442.605	-20165.818766713197	0.01244313	64.244173	0.10421136441189194	0.19266514568549353	0.3101141195381104	0.3930093703645041	4.318099	0.13463746618099215	0.0446997536867955	20	40	12110	88	7299.27
4655000	-6.3657	465.5479	-20168.20573503326	0.01476712	78.671721	0.10493610206817504	0.19106533591316008	0.31425257501855064	0.3897459870001144	3.85418	0.12910332313509265	0.0402256278166487	24	44	11384	91	7610.35
4660000	-6.8734	502.9772	-20167.872090344925	0.01234213	91.362925	0.10351357473326966	0.19539422720054303	0.31272885300247527	0.38836334506371195	4.173559	0.1314618498956431	0.04342320624042524	19	49	11394	95	7824.73
4665000	-7.4832	520.8961	-20161.92556891503	0.01359098	106.608038	0.10244814472676828	0.19530017886221435	0.3095100413176682	0.3927416350933492	3.826693	0.13175040090893755	0.04474626176356407	24	52	13686	91	7788.16
4670000	-7.4316	485.8128	-20164.925579935087	0.01064737	105.317805	0.10528653151066039	0.20017535627320002	0.30441145053087926	0.39012666168526033	4.127553	0.1274026010633648	0.04739963035420687	23	45	11658	90	7656.97
4675000	-6.7908	513.733	-20165.690573027834	0.01345102	89.298725	0.10397210949328753	0.19767631967425658	0.3006111058222335	0.39774046501022253	4.382593	0.13523257007667644	0.041174531121467975	28	49	10385	90	7552.87
4680000	-7.7839	516.7816	-20169.284996791597	0.01502467	114.126253	0.10418241327086818	0.19368210459100546	0.3124316953055484	0.3897037868325781	4.198755	0.12691107904833177	0.039890700211502914	24	50	11319	95	7552.87
4685000	-8.734	621.4139	-20164.136601783954	0.01412071	137.879169	0.10055170257458125	0.1884998741361611	0.3089344486248543	0.40201397466440325	4.485311	0.1328264135703565	0.04351000880768626	29	64	12301	91	7153.08
4690000	-7.2584	635.1255	-20180.90623620228	0.01474755	100.986948	0.10055170257458125	0.1884998741361611	0.3089344486248543	0.40201397466440325	3.668924	0.1322929056301541	0.040881219611401114	24	68	10044	94	7235.89
4695000	-7.8598	649.505	-20169.917628150935	0.01303736	116.023265	0.10209430667967831	0.20305278653451733	0.30285621350882264	0.39199669327698183	4.704607	0.12971964847072492	0.04744190369034145	25	69	12088	90	7102.27
4700000	-7.4014	680.3658	-20161.662987467505	0.01715399	104.562959	0.101687625475519	0.19724117348554454	0.3005999152609845	0.400471285777952	4.268373	0.13751790884561066	0.049447480943505415	26	75	11376	90	7374.63
4705000	-6.2687	547.7553	-20160.600368819134	0.01723375	76.244651	0.10487024605263567	0.1960276690022558	0.3068109054988154	0.39229117944629327	4.282901	0.13072404270816326	0.046362153764637135	22	57	9408	85	7564.3
4710000	-7.2282	557.5248	-20154.342197303966	0.01229317	100.232991	0.10264281410367955	0.19969889033714772	0.30519988939770365	0.392458406161469	4.279062	0.1332137243819491	0.06532638105282294	21	58	12181	91	7656.97
4715000	-7.2048	619.165	-20161.20874567607	0.01641518	99.649244	0.11050557871082074	0.1955966098514138	0.30766709816318766	0.3862307132745778	4.279062	0.13420253464270138	0.05510085661523942	19	69	15659	97	7374.63
4720000	-7.0126	649.8393	-20175.385686145724	0.01568095	94.844317	0.10690859584938793	0.18922989369465745	0.30434105788264426	0.3995204525733103	4.110954	0.1391587091656227	0.043300791729063856	20	74	10252	92	7440.48
4725000	-7.7553	661.4136	-20165.64444688993	0.01510523	113.410727	0.10537885060229915	0.19176262794759688	0.30905477021949757	0.39380375123060646	4.548348	0.1384462213142574	0.038106389512963135	21	75	8927	94	7462.69
4730000	-7.9526	640.2725	-20155.96616913635	0.01251753	118.34375	0.10398311624169258	0.19490847459425215	0.30481163869357947	0.3962967704704758	4.54588	0.14592037377515396	0.04807362355147392	22	68	11880	89	7485.03
4735000	-8.0789	722.0091	-20155.864324253307	0.01165625	121.500874	0.10289888672081872	0.2000101396145677	0.3049263803504019	0.3921645933142118	4.300923	0.14191169394602007	0.061476411051873854	36	75	12725	91	7342.14
4740000	-7.0424	676.4267	-20163.95091366229	0.01193609	95.588683	0.09995742435465232	0.20065058153606755	0.2990855109188754	0.40030648319040474	4.684654	0.14332571890613477	0.06430389637594136	24	71	12634	92	7485.03
4745000	-7.8335	712.3903	-20163.552785839755	0.01373374	115.364478	0.10093551672467112	0.19340959884357967	0.31054594052734663	0.39510894390440265	4.382547	0.13806039901913938	0.057077261756988164	20	75	11610	90	7102.27
4750000	-10.3512	696.9438	-20165.07663551022	0.01296528	178.307103	0.10316443188209252	0.19418683702580816	0.3122261154857297	0.3904226156063695	4.324703	0.136355913679319	0.04880673159132225	30	73	11709	91	7235.89
4755000	-8.0056	647.7018	-20163.010456117805	0.01007402	119.668484	0.102662077785332	0.18988790803295452	0.30531402030592464	0.4021359938757888	4.252121	0.13645378468360256	0.0421514478701964	32	66	13518	90	7246.38
4760000	-8.3219	732.2971	-20175.595115570257	0.01128783	127.574886	0.10182798087414731	0.19646981255115475	0.3028334404582125	0.3988687661164856	4.467452	0.1354304229822053	0.042501090593514305	35	76	16044	91	7462.69
4765000	-8.5032	694.3162	-20170.460187465873	0.01056997	132.10932	0.10478417807035678	0.19563903186388573	0.3015528967933866	0.3980238932723709	4.615409	0.13557853208671994	0.0713599981967346	36	72	13889	93	7112.38
4770000	-8.2272	686.5574	-20165.022169601718	0.01254577	125.20735	0.10478417807035678	0.19563903186388573	0.3015528967933866	0.3980238932723709	3.960397	0.1344608431166827	0.05375818544270589	29	72	12432	92	7072.14
4775000	-7.6795	554.1007	-20171.64047361239	0.01251527	111.515148	0.10351437963207837	0.18790735812231313	0.31327648013089104	0.3953017821147174	3.996331	0.13738742756020988	0.05334377951261039	24	57	11564	90	7352.94
4780000	-7.9026	465.2161	-20165.0038294224	0.01353644	117.093172	0.10228892319451519	0.19752132827239172	0.3095677521195939	0.39062199641349915	4.145278	0.12666925183004457	0.04163892387810511	21	44	11026	95	7530.12
4785000	-6.0515	416.8364	-20173.016058520516	0.01480344	70.81679	0.10751468110943362	0.18827290564308874	0.3083973030773122	0.3958151101701655	4.39066	0.1246259762183748	0.03953531795445103	15	38	10868	88	7776.05
4790000	-6.1547	414.2033	-20165.339617580514	0.01345085	73.394611	0.10483522049091598	0.19923452139426814	0.30997957751809313	0.3859506805967227	3.684843	0.1351733202028916	0.039298198557020256	20	39	9347	92	8000.0
4795000	-6.585	429.7125	-20158.043600979177	0.01083126	84.153861	0.10249746487509172	0.1929358540189835	0.3052756823730406	0.39929099873288426	3.968442	0.12306871656095732	0.045981330244514666	18	38	11316	91	7407.41
4800000	-6.6115	417.3354	-20172.597688066187	0.01227795	84.815316	0.10110295004268516	0.19808367510455785	0.30686532038506803	0.3939480544676889	4.892783	0.12312010847054783	0.04499885019727004	18	37	10480	93	7530.12
4805000	-5.5608	419.7983	-20174.591936856716	0.01166573	58.548747	0.10578413321424517	0.18723391992074825	0.31359982537237585	0.3933821214926306	4.058115	0.11505246963450179	0.05042723494318821	18	36	9915	98	7342.14
4810000	-5.5491	307.3629	-20171.998637893896	0.01442597	58.255745	0.1051577681159802	0.18994945129966206	0.31448840648131776	0.3904043741030399	4.618781	0.12046498769862193	0.04408204749666215	15	22	9239	92	6720.43
4815000	-5.1608	277.7021	-20170.762392765482	0.01549051	48.547903	0.10046589382907703	0.19212753128872043	0.3012202736505835	0.4061863012316189	3.843786	0.12241829142285926	0.04550298919412716	9	18	8487	86	6811.99
4820000	-5.4874	335.6062	-20172.76168319419	0.01019137	56.713215	0.10268198721907874	0.19539545540847983	0.30420012505414357	0.3977224323182977	4.459384	0.08920347138938474	0.042589097191938305	14	24	9154	93	6385.7
4825000	-5.4302	310.645	-20167.081689814535	0.01259035	55.283009	0.09998875942391071	0.19638503779115324	0.3092411466465623	0.3943850561383739	4.150493	0.08500632876529646	0.04055955726020338	10	22	8550	83	7496.25
4830000	-7.0005	394.4487	-20171.262249131592	0.01323958	94.541723	0.1044992635718275	0.19436459357161576	0.306059618694063	0.39507652416249367	4.150493	0.07028941775043535	0.044643440571637466	21	32	12602	93	7062.15
4835000	-5.9647	346.3801	-20165.158590822266	0.01284785	68.646433	0.10718523102275804	0.19378161585790782	0.3051416226049304	0.3938915305144038	3.730282	0.06240502964504078	0.04959205278273859	16	26	9233	90	7012.62
4840000	-6.4719	232.4555	-20171.348601227415	0.01695842	81.325704	0.10899168639381152	0.19883564061125059	0.2966756561711056	0.39549701682383226	4.052606	0.04549555793486525	0.040745266313439554	7	11	8588	82	6410.26
4845000	-7.5138	277.1803	-20177.942338891124	0.01075401	107.372715	0.10435197394499743	0.1903713234918824	0.3006273193037787	0.40464938325934147	4.633424	0.04080215279357702	0.04080215279357702	9	16	7527	84	6053.27
4850000	-6.1094	229.8326	-20169.233556061165	0.00986479	72.262055	0.10491872443236613	0.19653184433132662	0.30341630081187365	0.3951331304244335	4.297283	0.04100199571964737	0.04100199571964737	8	9	8505	83	5636.98
4855000	-6.5536	253.8614	-20166.33966526833	0.01136933	83.369175	0.10584664648798922	0.1979209204395505	0.3056376809872079	0.39059475208525235	4.303829	0.04618861487896258	0.04618861487896258	10	14	11826	90	5561.74
4860000	-6.231	281.1687	-20169.726622429433	0.01184367	75.304092	0.10384725823930031	0.18911518761266402	0.31252327248927697	0.3945142816587586	4.361562	0.044900106191539196	0.044900106191539196	13	16	10245	86	6031.36
4865000	-5.3383	218.2534	-20168.852233235775	0.01014395	52.985478	0.1025232241780421	0.2017047393112971	0.3003957757315324	0.39537626077912824	4.1092	0.04574237505442456	0.04574237505442456	8	8	9761	82	5506.61
4870000	-5.9151	260.0465	-20186.248149321204	0.01281772	67.40461	0.10062966875886298	0.19182783015744007	0.3057741244583994	0.40176837662529763	4.1092	0.04158039432684506	0.04158039432684506	10	13	10202	80	5624.3
4875000	-6.7698	229.3216	-20167.47052903079	0.0142002	88.77382	0.10268418013020827	0.19330950197804783	0.30606103785556643	0.3979452800361774	3.687728	0.03889372718316819	0.03693084143232674	9	10	8524	80	5675.37
4880000	-5.7006	268.215	-20166.561234945475	0.01389015	62.04331	0.10342375427927307	0.19893038089817033	0.30082984330568907	0.39681602151686746	3.901778	0.04229628418062794	0.04229628418062794	13	16	8505	81	6150.06
4885000	-4.9637	219.1226	-20166.047363586542	0.013671	43.620604	0.10185812922006728	0.19948207642920024	0.30825882972754587	0.39040096462318663	4.391756	0.043562673498517994	0.043562673498517994	7	8	10032	83	6195.79
4890000	-6.4692	276.2562	-20175.5800086365	0.00916308	81.258019	0.10185812922006728	0.19948207642920024	0.30825882972754587	0.39040096462318663	3.7581	0.07876729882742005	0.04370323873391822	11	17	9372	82	5868.54
4895000	-6.3048	224.6599	-20167.844122101098	0.01162012	77.148476	0.10047936711267816	0.19814399663041454	0.30408620652161406	0.39729042973529327	4.555687	0.04164994142824392	0.04164994142824392	9	9	8838	77	6038.65
4900000	-5.6502	245.3197	-20167.155354837123	0.0120696	60.781997	0.10556805830980746	0.19702307335800362	0.30236595603961225	0.3950429122925767	4.083738	0.03782690596772915	0.03782690596772915	9	12	8442	82	5681.82
4905000	-5.9133	239.1583	-20180.924847315262	0.0111103	67.360573	0.10407035297441848	0.19235822556754809	0.2988554094585133	0.40471601199952006	4.047856	0.040739496641735734	0.040739496641735734	10	12	8052	83	5767.01
4910000	-4.6628	237.4298	-20166.20768027547	0.01521709	36.098607	0.10498235570593109	0.19216241641252244	0.2985511925474441	0.4043040353341024	3.994316	0.0456829537895212	0.039058051858343455	8	11	8470	86	5760.37
4915000	-5.8094	238.8458	-20169.591694048	0.01487052	64.763442	0.1003852427179081	0.19499011738341307	0.3038920135960446	0.4007326263026343	4.026185	0.04349301597209367	0.04041878859462713	7	11	8598	83	5567.93
4920000	-5.2897	220.8482	-20158.634032451657	0.01275339	51.770422	0.10232730229728645	0.20088393601332985	0.30449944195397727	0.3922893197354064	3.945892	0.04033956300478391	0.04033956300478391	8	8	8643	84	5813.95
4925000	-6.0305	227.7635	-20168.410988384123	0.0122908	70.289934	0.10101899796596779	0.19831553718253656	0.309343731211332	0.39132173364016365	4.562035	0.046005066982757414	0.046005066982757414	9	9	10890	92	5537.1
4930000	-6.0244	284.0418	-20167.266475062086	0.01028686	70.138289	0.10487414542096543	0.19678676647071583	0.306806695859353	0.39153239224896585	3.848865	0.043314824572215006	0.043314824572215006	11	16	10467	86	5760.37
4935000	-5.0379	235.548	-20167.850762426617	0.0116675	45.474488	0.10336858666134482	0.1939617228067302	0.3064498663374392	0.3962198241944858	3.90612	0.04865015728444054	0.04865015728444054	9	12	12486	88	5494.51
4940000	-6.8183	237.8318	-20158.777208270552	0.01442366	89.98471	0.10336858666134482	0.1939617228067302	0.3064498663374392	0.3962198241944858	4.184489	0.04562731792002761	0.043707272808266404	9	11	8521	82	5924.17
4945000	-5.4067	248.8325	-20162.95234183471	0.01286684	54.695254	0.10333084109411923	0.19425605179932706	0.3063379646039947	0.39607514250255904	3.651641	0.041728128275816026	0.041728128275816026	8	12	8585	82	5624.3
4950000	-4.417	218.5303	-20166.262817057876	0.01118611	29.953827	0.1039306672572219	0.19936568056724138	0.2980458249670905	0.3986578272084463	4.151005	0.04334319931557698	0.04334319931557698	8	8	9906	85	5530.97
4955000	-6.66	223.4855	-20166.471119703754	0.0133858	86.029133	0.10219680609368041	0.19690608813116126	0.31359036238193094	0.3873067433932274	3.976568	0.04041572631960039	0.04041572631960039	8	9	9915	82	5760.37
4960000	-7.5109	303.0307	-20184.014113323108	0.01119635	107.299746	0.09908922057413841	0.19533223761676666	0.30405475254777703	0.40152378926131793	4.112891	0.05200974451772479	0.04164048918820256	14	19	12112	84	6756.76
4965000	-4.8185	243.2776	-20181.342402975406	0.01138523	39.990525	0.10845580103293216	0.19040421836146587	0.30974619850072316	0.3913937821048788	4.386916	0.04788375061163348	0.04788375061163348	11	12	9677	83	5959.48
4970000	-5.3714	257.9912	-20170.398903208705	0.01605132	53.813749	0.10761852072024716	0.1889342951119218	0.3073549534823499	0.3960922306854809	4.024533	0.044979846753887436	0.044979846753887436	12	14	11150	84	5668.93
4975000	-5.6176	291.4195	-20175.733294816037	0.01290629	59.967636	0.10582505285030509	0.2016240642346172	0.30305954847416344	0.3894913344409143	4.142449	0.04573126605338243	0.04262493980189683	11	18	8593	82	6024.1
4980000	-4.4749	217.474	-20173.231145876187	0.01165284	31.400152	0.10168169363124024	0.2014807583069854	0.3002319502764838	0.3966055977852904	4.871233	0.04706047314585642	0.04706047314585642	7	8	9529	84	5896.23
4985000	-7.0614	326.4991	-20174.779262894877	0.01317577	96.063047	0.10364346677774526	0.19390117503216428	0.3030810639276093	0.3993742942624812	4.642103	0.04016621693765541	0.03954641770194397	15	23	9351	86	5952.38
4990000	-6.5476	307.4817	-20171.482316759728	0.01285879	83.219061	0.10077539682232299	0.1958430967022755	0.315058882423822	0.38832262405157947	3.700182	0.04228898451628933	0.04228898451628933	12	20	12168	85	6257.82
4995000	-6.6093	278.0545	-20166.05601276537	0.01227419	84.760884	0.10213846052580336	0.20138925021700077	0.3062981379316622	0.3901741513255338	4.280538	0.04140621677087692	0.04140621677087692	12	16	10700	85	5966.59
5000000	-5.6217	258.5048	-20164.7254114821	0.01127723	60.06954	0.10142352885380188	0.19997959950717445	0.31009994846214145	0.3884969231768821	4.033214	0.040811835239699494	0.040811835239699494	11	13	12633	88	5841.12
5005000	-6.8172	264.0833	-20172.536167724862	0.01217164	89.958887	0.10043095853113145	0.19566611824999486	0.30341121461708825	0.4004917086017854	4.033214	0.045189025124890196	0.044018752764097384	9	14	9699	80	5787.04
5010000	-5.8423	256.4952	-20167.85602890632	0.01138412	65.585509	0.10658661333113183	0.19757897057878765	0.30699255408159687	0.38884186200848364	3.991435	0.04153249411389143	0.04153249411389143	10	13	9608	83	5861.66
5015000	-5.906	223.4737	-20173.503801069623	0.01235657	67.177765	0.1023571167594825	0.19701301243686578	0.31328785374697005	0.3873420170566817	3.841949	0.043432710761003385	0.043432710761003385	6	9	8394	83	5701.25
5020000	-5.3248	230.5509	-20167.854600363127	0.01210885	52.64899	0.09988688750459808	0.20139234914617307	0.305727140373769	0.39299362297545987	3.977817	0.040408980947463806	0.040408980947463806	7	9	10023	82	5452.56
5025000	-4.5708	233.2861	-20175.61318642946	0.01283788	33.798983	0.0976952830312502	0.1969736272867451	0.31933450284299864	0.38599658683900595	4.233829	0.04686918245623494	0.04686918245623494	10	10	9729	82	5760.37
5030000	-5.3212	237.6785	-20163.83646719152	0.01218314	52.557066	0.10499896730199058	0.19868960354882853	0.3064473633861517	0.38986406576302923	4.517015	0.038327007186587214	0.038327007186587214	9	10	7179	80	5592.84
5035000	-6.339	230.7305	-20170.657591379404	0.00960994	78.003924	0.10666112095413041	0.19810318890701428	0.3025389133674225	0.39269677677143283	3.925086	0.04089782626074411	0.04089782626074411	6	9	8704	78	5988.02
5040000	-4.9994	205.6235	-20164.901584362957	0.0092689	44.512693	0.1006998333925347	0.1941490344870228	0.3013307826305365	0.4038203494899059	3.946184	0.04168182397821666	0.04168182397821666	6	6	8499	77	5917.16
5045000	-5.5261	231.1801	-20184.55026210366	0.0115117	57.680611	0.10707061768253952	0.19979591668503127	0.29798575516501485	0.39514771046741437	4.00365	0.044999240290865584	0.041590366696994785	7	9	8755	78	5787.04
5050000	-6.9264	252.0835	-20178.66142165462	0.01158796	92.686984	0.10228955653309647	0.19586863703596993	0.3149435259264493	0.3868982805044844	4.566047	0.042818034275812954	0.042818034275812954	9	13	8729	78	6067.96
5055000	-7.8987	298.1326	-20167.430651503408	0.01253045	116.994732	0.09850313857034819	0.19766579692915498	0.30727896877012856	0.39655209573036826	4.045423	0.03919957083477736	0.03919957083477736	12	19	11279	80	6226.65
5060000	-4.6899	221.9968	-20173.889747990692	0.01126345	36.775281	0.09798844739325507	0.2018580931482818	0.3056733978570829	0.39448006160138016	4.216902	0.04000417297191616	0.04000417297191616	8	9	10061	79	5924.17
5065000	-5.0471	233.9449	-20178.991158751556	0.0134913	45.706802	0.10788275241827884	0.1996438803262765	0.3023204188096494	0.3901529484457953	4.174661	0.04401139741644884	0.04401139741644884	9	10	9014	76	6082.73
5070000	-4.5353	248.526	-20171.49095868728	0.014278	32.911093	0.1075322006098259	0.20072562012857137	0.30001793649285874	0.39172424276874396	4.428999	0.04609725161785183	0.04106982789260376	9	13	8537	81	5727.38
