State 	ExpPrior[ constantRecRate ]	Coalescent	dataLikelihood		baseSize	growthRate	constantRecRate	a.freq	c.freq	g.freq	t.freq 	kappaY	visible.height	visible.recombs	total.recombs	num.patterns	num.nodes	 mc.speed 
135000	-9.9786	299.7417	-85230.30144716604		0.00533701	5.862909	168.993618	0.25472551040154356	0.25426504600346334	0.24878926678782376	0.24222017680716929	1.626491	0.016248502235192606	18	23	11509	83	5186.72
140000	-11.8739	297.2223	-85231.92028673839		0.0055096	48.721909	216.376138	0.25472551040154356	0.25426504600346334	0.24878926678782376	0.24222017680716929	1.993922	0.016315268697921038	18	21	10608	76	5307.86
145000	-10.0345	390.1973	-85229.76227572052		0.00382842	-5.401038	170.390268	0.25092213756738546	0.2571231942768339	0.245074529550712	0.24688013860506877	1.891085	0.03582352363194295	17	33	8515	75	5512.68
150000	-11.1846	443.6547	-85218.55722915549		0.00714505	7.46864	199.143323	0.25092213756738546	0.2571231942768339	0.245074529550712	0.24688013860506877	1.884642	0.02105245621988553	22	39	11665	83	6127.45
155000	-9.6143	389.9982	-85219.82395960632		0.00544023	-6.176401	159.884963	0.2506339775764811	0.2568279129674906	0.24594148899401624	0.24659662046201214	1.933507	0.02505461310688574	21	33	10316	79	6127.45
160000	-11.8752	388.664	-85214.83494292032		0.00497449	30.503112	216.407614	0.25042426034297716	0.25744975999564224	0.24573569818634367	0.2463902814750369	1.991258	0.018205064535169797	19	30	12023	83	5861.66
165000	-12.3964	369.4752	-85214.76832837018		0.00532109	54.834041	229.438307	0.2501273725343347	0.2571972095149741	0.2465772418437116	0.2460981761069798	1.897564	0.018102163442007362	22	29	12774	78	5411.26
170000	-9.5192	344.9368	-85216.66092283788		0.00389125	-8.501618	157.507815	0.24976110377650546	0.2568205881900399	0.24768050061524916	0.24573780741820553	1.831455	0.018155539657949863	17	27	10283	75	5599.1
175000	-10.7733	403.0987	-85222.08725785826		0.00606735	40.057613	188.861269	0.2493353050126756	0.256382754246628	0.24896307307348825	0.24531886766720826	1.84108	0.016897244386637783	17	33	9114	70	5800.46
180000	-12.2992	371.0327	-85228.6601684936		0.00424343	-44.292493	227.008117	0.2501000536580034	0.25623258930997456	0.24865351564045077	0.24501384139157134	1.775328	0.015469196671177708	18	30	10857	83	5733.94
